id,tte,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,12.6001946046017,0.0,0.43049312,-2.9057074,1.7100629,-1.0192325,-0.7767986,-0.3902099,0.8061888,0.028042506,1.1258087,0.67430717,0.0102439625,-0.09894187,-0.069000065,0.4704377,-0.5372083,1.1517224,0.019396847,-0.16042984,0.1549193,-0.31424996,-1.4048271,0.503638,-0.07208949,0.6634335
1,14.3643620191142,0.0,0.62532127,-1.4915297,0.19000056,-1.2575336,-1.0789524,0.6101581,0.8654225,-0.59353626,1.3332922,0.9654825,-0.46291888,0.31780475,0.19277668,0.98581934,-0.7504586,0.76283336,0.037356924,-0.023803484,-0.89970696,-0.1656862,-2.000331,0.6793227,0.19062795,0.9682383
2,5.33133057080704,1.0,0.3178594,-1.70522,1.2222352,-0.88158,-0.12902184,1.1960268,-0.3310904,0.50285584,1.0586331,1.5953846,-0.2820189,1.2505895,0.25122464,0.4177097,-0.7922015,0.9859228,-0.99903655,-0.63823307,-1.3038294,-0.27873588,-1.6337361,0.23905955,-0.41366982,0.35087252
3,2.67780681895399,1.0,0.5851612,-0.95061713,1.3436875,-1.4996142,0.89250386,0.13932386,0.44273913,1.5046289,0.97110444,1.5376475,-0.72079015,0.63307244,-0.04106222,0.25218666,-0.62923074,1.1129875,-1.3842621,-0.85642684,-1.2807331,-0.44323367,-1.640052,-0.009025114,-0.35503632,0.39504048
4,12.0177846809383,0.0,0.782119,-2.3992696,0.22096649,-1.0917773,0.6046238,0.31078047,1.0133495,0.6206738,0.09356502,1.2406728,-0.24890208,0.9675349,-0.48520938,0.6623242,-0.5533145,0.6011604,-0.324871,-0.6247649,-1.0818778,-0.75642276,-1.4162776,1.027348,0.11590643,0.7216619
5,8.52777041844092,0.0,0.558614,-2.5203915,0.145205,-0.7511679,0.9498856,0.5033633,0.72673786,-0.27883992,0.21595109,1.2349081,-0.80752325,0.87591046,-0.08843499,0.84914714,-0.672561,0.8752347,-0.23555,-0.7046002,-0.58968514,-0.32162958,-1.6564949,1.2101741,0.008371651,0.4733749
6,6.39533771157119,1.0,0.44532236,-1.8718408,0.779418,-0.9417962,1.2495878,0.65726423,-0.3053674,0.32904744,0.06212251,1.546299,-0.19436412,1.1463909,0.012329031,0.57504857,-0.92306715,0.98265004,-0.9182247,-0.8178233,-1.0694826,-0.30825686,-1.5258273,0.95518315,-0.3028328,0.43822026
7,1.58988858922385,0.0,0.9995039,-0.8650125,0.4326331,-0.5814747,-0.6790003,1.7734802,-0.019948319,1.5687755,1.1669703,1.5533562,-0.62035346,-0.1725716,-0.437987,0.6099863,-0.63337404,0.93666124,-0.9029616,-0.94609404,-1.6904854,-0.057793334,-1.1362555,0.032659926,-0.99752146,0.666807
8,2.78697928416068,1.0,0.31454894,0.20069548,1.5098127,-0.65825593,1.3744097,0.26735207,-0.68099153,0.71265876,-0.51506484,1.5826302,-0.43130124,1.0216599,0.015654203,0.45091802,-0.6505651,1.1027583,-1.6180984,-0.83636284,-1.432756,-0.079041556,-1.6271586,0.27343553,-0.57952464,0.2825868
9,2.83568812277208,1.0,0.6535681,-1.1538463,1.0646002,-1.4151466,1.0853798,0.010400159,0.6746644,0.39993382,0.9868677,1.6754981,-0.55588675,0.63685143,0.14205483,0.2303462,-0.7794488,1.3036828,-1.3107084,-0.94390565,-1.080808,-0.39303917,-1.7599134,0.26794183,-0.16406523,0.42497915
10,7.58960397724949,1.0,0.33159742,-0.83777595,1.6368046,-0.2525537,-0.7080637,-0.9901892,1.3872986,0.12440301,0.7469835,1.5168661,-0.050132453,0.9575706,0.092902154,0.1879493,-0.5431614,1.0230396,-1.0919324,-0.5013383,-1.1476859,-0.6390295,-1.7972711,0.01535137,-0.050724123,0.58909154
