id,tte,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,3.96212127525359,0.0,0.10824992,-1.4645094,0.33353266,-0.052783318,0.56430376,0.060515676,1.4589684,-0.70202106,-0.18597567,-0.78967136,0.34197694,2.1709132,-0.6132434,0.14996618,-0.16457002,0.87291145,-1.8145252,0.7832571,-1.3263453,-0.57483524,-0.4305165,0.9036832,0.010424291,0.36029387
1,2.39089774739403,1.0,-1.4343228,-0.63652056,-0.6113539,0.7553378,0.7439506,1.0006403,0.2565271,0.46711755,-0.21263461,0.81661785,0.3416236,2.3148966,-0.67220044,-0.010011828,-0.37456736,0.56363153,-1.7308987,0.8337118,-1.4420929,-0.8549761,-0.82872486,0.8897936,-0.15567385,-0.019870076
2,6.25406523303504,1.0,-0.7275262,-1.9749554,0.07441801,-0.24547921,1.0523828,-0.27954626,2.2681456,0.53853536,-0.0937886,-0.012821406,-0.1956532,0.7436836,-0.09889785,0.52317345,-0.15220463,1.1794822,-1.5276046,0.4756197,-1.0458846,-0.63635385,-0.80905646,1.0134665,-0.2409592,0.1718244
3,0.600475464016199,0.0,-0.7367114,0.119656846,-1.1285609,1.9066528,0.2568957,1.4579823,-0.2539543,0.74646044,-0.21191001,-0.2785282,0.22206743,2.154774,-0.8331331,-0.10678867,-0.5580352,0.72500986,-1.7224362,0.9922215,-1.7563584,-0.8281739,-0.8267944,0.49485177,0.062785946,0.102026165
4,0.304946079850197,0.0,-1.476179,-0.16343845,-1.2255249,2.211763,0.15471417,0.2500106,0.9230288,-0.47827256,-0.19090562,1.0888345,-0.8605788,2.225658,-0.30901745,-0.04565527,-0.25305012,0.7029611,-1.5864618,0.82358515,-1.5468917,-0.4202688,-0.70151865,0.59710115,0.07464653,0.20546113
5,2.39986020313268,1.0,-0.3198577,-0.71617466,0.36563691,0.0101429,-0.55250007,1.5053006,1.833647,0.294358,-1.2671576,-0.7576127,-1.0502179,0.85586274,0.017825108,0.23850554,-0.5658573,1.0743413,-1.9412036,0.8781591,-1.099344,-0.3144932,-0.34112146,1.1053418,0.2511886,0.49523094
6,1.73002624202333,1.0,-1.0417618,-1.1402545,0.70030785,0.61923033,0.850578,1.3796685,0.540172,-0.43982303,-0.2855606,0.63003856,0.38102388,1.0789981,-0.4051671,0.378281,-0.48643783,0.8369534,-1.9031019,1.0393014,-1.4441073,-0.7540393,-1.0237393,0.9137368,-0.49312186,0.068825
7,4.98259610280836,1.0,0.011074796,-1.2656982,-0.68996114,-0.62871146,1.3220904,0.037970267,1.8820739,-0.3402833,-1.2064376,0.36311373,0.62467533,1.1126205,-0.44256002,0.27124056,-0.37329775,1.2131238,-1.5296288,0.7079519,-1.1396214,-0.64483774,-0.63885117,0.92373633,-0.037740342,0.46795785
8,2.34702832065523,0.0,-0.79645646,-1.4532256,0.3647145,0.0140385255,0.84122515,1.0093565,1.4086659,0.5186436,-1.2732704,0.16442129,0.21547084,2.008012,-0.6329992,-0.026435703,-0.49440166,0.8011024,-1.8475369,0.43852755,-1.0151353,-0.87949973,-0.65869546,1.0802464,0.029712738,0.18351835
9,7.12924775040019,1.0,-0.55010253,-2.2600102,0.7151114,-0.51818395,0.82552296,0.4446774,0.9125167,-0.5731787,-0.13883242,0.49185026,0.94148785,1.2177709,-0.5180745,0.5698578,-0.19704123,0.99296474,-1.2854798,0.7246317,-1.0465467,-0.7154337,-0.68635666,0.856867,-0.660239,0.45622116
10,18.1067949766293,0.0,-0.103559084,-1.8575366,-0.68410623,-0.50225985,-1.3531296,0.39893726,1.7598063,-1.0215572,0.75733376,-0.14335848,-0.19263488,1.6978211,0.31859156,0.32726032,-0.11365527,0.7669713,-1.5482996,0.5539471,-0.6688593,-0.23889823,0.03615681,0.33936515,0.3969202,1.0747433
11,2.23338980868172,1.0,-1.047188,-0.7155646,0.23204064,-0.18090302,1.4830793,0.8329283,1.0914843,0.94417423,-0.83169425,-0.7642274,-0.55000806,1.2504342,-0.4362915,0.04542029,-0.2873632,0.9298892,-1.612751,0.6155378,-1.2569727,-0.4118992,-0.8272009,1.5706042,-0.13963056,0.06610128
12,13.9193815365434,0.0,-0.5105981,-0.9003238,-0.9519805,-0.3920122,-1.2401826,0.050213445,1.4040868,-0.84178865,-0.07039538,-0.31776634,0.5508026,2.3396351,-0.4537565,-0.42438427,0.16229673,0.3854901,-1.4659284,0.3776102,-0.8770261,0.36869502,0.6602265,0.6528425,0.47637162,1.0178722
13,2.79326034988668,1.0,-1.2732391,-0.9246172,0.3818845,0.53118813,-0.04070391,-0.20519234,1.6428379,0.5254505,-1.0777426,-0.75799733,0.22026965,2.2232766,-0.2231208,-0.07008373,-0.2918527,0.8274969,-1.6116762,0.59508896,-1.1862848,-0.54669636,-0.6316217,1.141159,0.24807112,0.5041058
14,8.50347169674933,0.0,-0.5134949,-2.1257057,0.17753598,-0.2874521,-0.28010368,-0.36254668,2.2401624,0.6486957,-0.085842535,0.18676428,-0.24987835,0.8051028,0.16159382,0.4623042,-0.3683505,0.9724746,-1.5161256,0.44717938,-0.9015952,-0.2636288,-0.6683558,0.96555716,0.08527449,0.4704349
15,1.23360234778374,0.0,-0.3015434,-1.0019182,-0.6452974,2.1256008,0.9792435,0.06220894,-0.14662048,0.55598444,-1.3645253,0.85169184,0.36861366,2.1927562,-0.6360936,-0.24657966,-0.5196571,0.8004178,-1.0637408,0.5709755,-1.4955256,-0.92286026,-1.1053592,0.6286154,0.14498773,0.16862553
16,9.02571921236813,0.0,-0.7260264,-1.8627467,0.08460489,1.0423574,-0.92281955,-0.086655915,0.38708472,-0.6440275,-0.6497127,0.66014194,0.97544175,2.1286652,0.124906465,0.004200304,-0.83077097,0.6565678,-0.5384792,0.6416894,-0.6529629,-0.5301551,-0.810632,0.55728126,-0.031680807,1.0237285
17,1.4701329376154,1.0,-0.11406782,-2.1815286,0.8053014,1.5382003,0.9044209,-0.1506782,0.30233008,-0.739733,-0.18670556,-0.7256756,0.36054635,2.071353,-0.31908417,0.04923845,-0.11920081,0.89191353,-1.5179952,0.96936,-1.3760686,-0.5696454,-0.872517,0.6963394,0.17001478,0.11388164
18,2.13965202348786,1.0,-0.5208676,-1.1713171,0.49690583,-0.060488522,0.89911747,1.2476273,1.767652,0.9413129,-0.14805041,-1.0979502,-0.80252135,0.7621108,-0.43087667,0.28393573,-0.52508354,0.91075206,-1.9889672,0.6684923,-1.1346306,-0.43767065,-0.642064,1.0445335,-0.026293328,-0.035658807
19,12.3589149318441,1.0,-0.9248629,-2.2175093,-0.33900213,-0.7223131,1.154578,-0.48825422,1.8328352,0.058866564,-0.54508626,-0.73943067,0.9616034,0.8425494,-0.37976262,0.5099246,0.6951907,1.2028456,-1.1377673,0.55786586,-0.991556,-0.2965816,-0.08083858,0.9872954,-0.13919568,0.1986054
20,13.0019995383918,0.0,-0.7268915,-1.740767,-1.0058777,0.15523478,-0.002615787,-0.96941626,1.8085136,0.19341026,-0.59991014,0.38856465,-0.17276303,2.1889539,0.10683961,0.053540424,-0.075145625,0.70878315,-1.3383164,0.48780045,-0.9536582,-0.1991646,-0.33548933,0.80972815,0.5445614,0.67408556
21,0.582273940626987,1.0,-0.9911497,-1.8768244,-0.259868,1.3221034,1.1497308,0.95733446,0.51084214,0.6536639,0.011589667,-0.52937835,-0.53739524,2.067381,-0.3317709,0.15716407,-0.3367584,0.7842524,-1.6021292,0.6332387,-1.4231837,-0.5709115,-0.74305654,0.93538284,0.11259696,-0.092854165
22,4.92175973486155,0.0,-1.2560797,-1.228993,-1.0336344,1.1539114,0.009272393,-0.20155664,0.85015523,0.7924134,0.1289295,0.8931762,-0.28128138,1.174837,0.32532096,0.60057414,-0.35982463,0.880131,-1.4402668,0.8007564,-1.4955368,-0.39716053,-1.164758,0.9519457,0.1429903,0.1546785
23,10.8973563222393,1.0,-0.2903532,-2.4925787,-0.38349923,-0.50906,0.1716555,-0.16962947,2.1882799,-0.92155874,0.14826009,-0.3115507,0.1120816,0.43040344,0.5565475,0.9113059,0.20403203,1.350859,-1.1588745,1.0347335,-0.8669541,-0.66130674,-0.33039534,0.5015782,-0.092054114,0.5780779
24,1.29279612867364,1.0,-0.6945707,-0.9085568,-0.8276873,1.5943753,0.5063834,1.1945368,-0.1321998,0.62537855,-0.31292468,0.8487251,0.28016016,2.1300344,-0.713934,-0.03320397,-0.6088793,0.61404556,-1.6389807,0.75901,-1.5468414,-0.86999905,-0.8859992,0.59792536,0.002410233,0.020792045
25,9.49121691752225,0.0,-0.3341796,-2.398611,-0.4377327,-0.064340934,1.5965855,-0.096230224,0.98006356,-0.56816673,-0.64158654,-0.39521855,0.94817454,1.2983289,-0.5890482,0.34441692,0.29701328,1.068703,-1.0975077,0.80611527,-1.0833539,-0.40877262,-0.36367947,0.8338393,-0.067342564,0.37253052
26,8.85073853667816,1.0,-0.34433144,-0.351187,0.21847728,1.309656,-0.9201639,0.5028737,0.22574763,-0.47601816,-1.1086583,0.9826685,0.4109659,2.4744308,-0.33766407,-0.36645192,-0.890483,0.39837772,-1.3049406,0.5798664,-1.3134983,-0.55401254,-0.6457705,0.8443177,-0.039845333,0.70564336
27,17.2121202712879,0.0,-0.9091867,-1.3246725,0.06618513,-0.40273154,-0.842165,0.63080764,1.625242,0.76117873,-0.86804616,0.352517,0.92911273,1.178552,-0.7116797,0.049241867,-0.6961816,0.5851188,-1.3350695,-0.24284506,-0.80096614,0.15876296,-0.15231708,1.1408782,-0.38600925,1.194273
28,0.883139651268721,0.0,-0.91242284,-0.95051515,0.13384727,0.5789277,0.4888002,0.2059349,1.3751137,0.5088452,-0.50376296,0.47914806,0.1576678,2.40057,-0.7799443,0.05380509,-0.46491975,0.8349229,-2.07863,0.7347144,-1.3700173,-0.947533,-1.1254652,0.98768866,-0.058334056,0.25155872
29,11.0437771591909,1.0,-0.43977523,-1.8605434,-0.033556394,0.82298416,-1.0573504,0.1450398,0.77710557,0.2808738,0.62698555,0.1600812,-0.044035964,1.8757539,0.302249,0.15451467,-0.712251,0.69239485,-1.0403507,0.50685203,-1.0439073,-0.49441016,-1.092168,0.7585068,0.12153834,0.5934687
